reviews,sentiments,predictions,correctness
"I have short hair, not ultra-short, but short, and I find that a few hot curlers can make a big difference in volume on ""bad hair days."" While I have a full-sized Conair curler set, I discovered that my travel set was really best suited to my hair length. So travel or not, this little set has become a real favorite. 

What you get 
The Remington Travel Hair curlers come in a nylon bag with the heating unit build in. The top is clear and fastened by velcro. You pull it open and plug it in to start heating the rollers. On the side of the nylon bag is a smaller, oblong bag holding the roller clips. 

There are five medium rollers (about an inch in diameter) and five small rollers, about 5/8 inch diameter.) There are two sets of clips, pink for the large roller, white for the smaller roller. The clip fits around the roller, and has a tab to aid grabbing it for removal. 

The rollers turn from pink to greyish white when they are heated. They fit into the base over a socket with two prongs. They heat up in about 2 minutes. 

How they work 

The rollers claim to have ""Ionic Technology"" to reduce static and the frizzies. I find that my hair is indeed smooth when I take it out of the rollers. After I let the curls cool, I can style with no frizz. 

The ends of the rollers stay cool to avoid burning your head. They are a bit heavy. 

I leave the rollers in for five to fifteen minutes, by which time my hair is well-curled. 

Upsides, downsides 
To keep this set compact, there are only 10 rollers. I could use a few more, even with my short hair. The built-in travel bag is very well designed and compact for a suitcase or small bathroom. 

If you LOSE THE CLIPS, you can find a general replacement style of clip for about $10 at http://www.ballbeauty.com/remington_hair_setters.htm#CLIPS. I dropped two of my white clips and the cats apparently made off with them as trophies of their hunting prowess. So this is helpful to know where to buy more clips. 

The curls last long, though they aren't as stiff as with some of the more expensive, foam covered type of curlers",1,0,0
TOO BAD THERE WASN'T A RATING OF 0 STAR. THIS IS THE WORST PIECE OF JUNK I EVER BOUGHT. FIRST OF ALL WE WERE LOOKING FOR A BRAND CALLED SPORTS AFIELD. THIS ITEM FELL UNDER IT WHEN WE DID A SEARCH. WHEN IT ARRIVED IT WAS SOME OFF THE WALL BRAND.THEY WERE PAPER THIN BUT  THOUGHT MAYBE THEY WERE WARM BEING IT WAS FROM AN ARMY AND NAVY STORE. WRONG!!!!!!! THEY SERVED NO PURPOSE AT ALL.WERE NOT WARM AT ALL. .WE WASHED THEM PER DIRECTIOS ON TAG AND SHRUNK SO BAD I DON'T THINK A 2 YR OLD COULD FIT IN THEM.DO NOT BUY!!!!!!JUN,0,0,1
This is a cheap and flimsy armband.  NOT THE ONE IN THE PICTURE.  There are much better on Amazon for less money,0,0,1
"I'm not a fan of pointy toe shoes, but I decided to go with the flow and buy these. I was pleasantly surprised - these boots are very comfortable and true to size. Leather on the outside is very soft, but the best part is that these boots are also lined with extremely soft leather. The heel is 2.5 inches on the inside, and 3.5 inches on the outside. Despite being higher than what I'm used to - these boots are still surprisingly stable",1,1,1
This is a very good quality and funtional mask. I use this under a full face helmet for cold weather Motorcycle riding. priced right. Velcro adjustable.  Long enough to cover neck area,1,1,1
"I love this case.  I used to have one of the new iSkins but since the ipod wouldn't fit in my car charger/FM tuner with the skin on, it took forever to peel it off everytime I wanted to use it in my car.  This works much better for me.  It's easy to quickly access and remove the ipod from the case for car use, but the rest of the time it's a great case to bring on trips.  The new ipod fits snugly in the case and the openings for the USB port and headphone jack align perfectly.  The magnetic closure is nice so you don't have to hear the sound of velcro ripping every time you want to open it.

My only complaint is that dust gets stuck between the plastic cover and the screen, but from what I've read that happens with every single case on the market except for the iSkin.  If you are going to be taking the ipod out of the case on a regular basis, this is a great alternative to the iSkin",1,1,1
"I am large chested (38 C/D) and have been running my whole life.  I finally found the best running bra!  The band is adjustable to 3 different lengths.  I bought a 36 C to really keep ""locked and loaded"".  The shoulder straps are adjustable from the front.  You don't have to take off the bra to tighten it up.  The velcro straps stay secure so you don't end up with chaffing.  Love, love, love this bra!!!!!",1,1,1
I bought these shoes about 2 months ago and they are already ruined.  The leather is so thin that it has separated and is peeling.,0,0,1
"I was not pleased with these.  I bought mine at Target, and within one month the soles of both sandals were cracked.  No refund, since they were used.",0,1,0
"I got exactly what I ordered, in good condition and pretty fast considering it was December!  Thanks for a great way to shop",1,1,1
They are exactly what I was hoping they would be.  I love the contoured front pouch.  All the web sites I saw and read about them said you may want to order 1 size larger then normal.  I would agree with this unless you want a more snug fit.  My wife loves them as well and was quite pleased with the look and feel.  I ordered 4 different pairs of Unico's and they're all good quality and look and feel great,1,1,1
"I love Gold Toe brand socks.  Their are the only brands I buy, especially the Canterbury model.  I highly recommend Gold Toes!",1,1,1
"These two packets of panties were too large.  I also didn't like the cotton.  Since I had opened one packet of three I kept it, but  I sent the unopened packet of 3 back because I didn't like them.
Jeanne Allen",0,0,1
"When I ordered the item I wasn't given any expected date of arrival or any option on shipping speed.  I had 10 days to get the item before the event - and it arrived well after date needed.  I realize this is an outside vendor, but usually Amazon items come quite quickly.
Thanks,
Debbi",1,1,1
